word,pos
шабпарак,NOUN
шабчироқ,NOUN
шавақи,NOUN
шавкат,NOUN
шавқ,NOUN
шавқланмоқ,NOUN
шаддод,NOUN
шаддодлик,NOUN
шайдо,NOUN
шайдойи,NOUN
шайдойилик,NOUN
шайдолик,NOUN
шайламоқ,NOUN
шайтон,NOUN
шайтонбачча,NOUN
шайтонламоқ,NOUN
шайтонлик,NOUN
шайх,NOUN
шайхлик,NOUN
шак,NOUN
шакар,NOUN
шакарак,NOUN
шакаргуфтор,NOUN
шакаргуфторлик,NOUN
шакарламоқ,NOUN
шакарпаз,NOUN
шакарпазлик,NOUN
шакарпалак,NOUN
шаккок,NOUN
шаккоклик,NOUN
шакл,NOUN
шакланмоқ,NOUN
шаклдор,NOUN
шаклик,NOUN
шаклланмоқ,NOUN
шалайим,NOUN
шалваймоқ,NOUN
шалвилламоқ,NOUN
шалвирамоқ,NOUN
шалдир-шулдур,NOUN
шалдир-шулдурлик,NOUN
шалдирама,NOUN
шалдирамоқ,NOUN
шалдироқ,NOUN
шаллақи,NOUN
шаллақиларча,NOUN
шаллақилик,NOUN
шалопламоқ,NOUN
шалоқ,NOUN
шалоқлик,NOUN
шалпаймоқ,NOUN
шалпангқулоқ,NOUN
шалтоқ,NOUN
шалтоқхона,NOUN
шалҳак,NOUN
шам,NOUN
шама,NOUN
шамалоқ,NOUN
шамалоқдек,NOUN
шамгарлик,NOUN
шамол,NOUN
шамолламоқ,NOUN
шамоллатмоқ,NOUN
шамолпаррак,NOUN
шамчироқ,NOUN
шанба,NOUN
шанбалик,NOUN
шантаж,NOUN
шантажчи,NOUN
шанғи,NOUN
шанғилламоқ,NOUN
шанғимоқ,NOUN
шап,NOUN
шапалоқ,NOUN
шапалоқламоқ,NOUN
шапарак,NOUN
шапатиламоқ,NOUN
шапилламоқ,NOUN
шапка,NOUN
шапоқ,NOUN
шаппаламоқ,NOUN
шаппатиламоқ,NOUN
шапшак,NOUN
шапшаклик,NOUN
шараф,NOUN
шарафламоқ,NOUN
шарақ,NOUN
шарақ-шарақ,NOUN
шарақ-шуруқ,NOUN
шарақламоқ,NOUN
шарбат,NOUN
шарбатдор,NOUN
шарик,NOUN
шарилламоқ,NOUN
шариллатмоқ,NOUN
шарм,NOUN
шарманда,NOUN
шармандагарчилик,NOUN
шармандалик,NOUN
шармандачилик,NOUN
шармисор,NOUN
шармисорлик,NOUN
шарнир,NOUN
шароб,NOUN
шаробхона,NOUN
шаробхўр,NOUN
шаробхўрлик,NOUN
шаробчи,NOUN
шарофат,NOUN
шарпа,NOUN
шарт,NOUN
шартак,NOUN
шартаки,NOUN
шартакилик,NOUN
шартилламоқ,NOUN
шартлашмоқ,NOUN
шартнома,NOUN
шартта,NOUN
шарттаки,NOUN
шаршарак,NOUN
шарқ,NOUN
шарқирамоқ,NOUN
шарқироқ,NOUN
шарқлик,NOUN
шарқча,NOUN
шарқшунос,NOUN
шарқшунослик,NOUN
шарҳламоқ,NOUN
шатак,NOUN
шатакламоқ,NOUN
шатакчи,NOUN
шаталоқ,NOUN
шаталоқламоқ,NOUN
шатилламоқ,NOUN
шатирламоқ,NOUN
шатирлатмоқ,NOUN
шатмоқ,NOUN
шатталамоқ,NOUN
шафақ,NOUN
шафақланмоқ,NOUN
шафиқ,NOUN
шафтоли,NOUN
шафтолизор,NOUN
шафтолиқоқи,NOUN
шафқат,NOUN
шафқатсиз,NOUN
шафқатсизлик,NOUN
шахмат,NOUN
шахматчи,NOUN
шахс,NOUN
шахсиятпараст,NOUN
шахсиятпарастлик,NOUN
шахта,NOUN
шахтачи,NOUN
шахтёр,NOUN
шахтёрлик,NOUN
шашка,NOUN
шашкачи,NOUN
шашлик,NOUN
шаъбон,NOUN
шағилламоқ,NOUN
шақ,NOUN
шақ-шуқ,NOUN
шақилдоқ,NOUN
шақилламоқ,NOUN
шақирламоқ,NOUN
шақшақ,NOUN
шақшақадор,NOUN
шаҳ,NOUN
шаҳар,NOUN
шаҳарлашмоқ,NOUN
шаҳарлик,NOUN
шаҳарсоз,NOUN
шаҳарча,NOUN
шаҳарчилик,NOUN
шаҳбоз,NOUN
шаҳодат,NOUN
шаҳодатнома,NOUN
шаҳр,NOUN
шаҳристон,NOUN
шекил,NOUN
шербачча,NOUN
шерик,NOUN
шериклашмоқ,NOUN
шериклик,NOUN
шерикчилик,NOUN
шерланмоқ,NOUN
шеф,NOUN
шефлик,NOUN
шеър,NOUN
шеърхонлик,NOUN
шеършунослик,NOUN
шиа,NOUN
шиалик,NOUN
шиббаламоқ,NOUN
шиваламоқ,NOUN
шивилламоқ,NOUN
шивирламоқ,NOUN
шиддат,NOUN
шиддатланмоқ,NOUN
шижоат,NOUN
шижоаткор,NOUN
шикаст,NOUN
шикастламоқ,NOUN
шикастланмоқ,NOUN
шиква,NOUN
шикоят,NOUN
шикоятбоз,NOUN
шикоятбозлик,NOUN
шикоятланмоқ,NOUN
шикоятнома,NOUN
шилвирамоқ,NOUN
шилдирама,NOUN
шилдирамоқ,NOUN
шилдироқ,NOUN
шилимшиқ,NOUN
шилингпоча,NOUN
шилинмоқ,NOUN
шилиқ,NOUN
шиллиқ,NOUN
шилмоқ,NOUN
шилпилдоқ,NOUN
шилпиқ,NOUN
шилпиқланмоқ,NOUN
шилтилламоқ,NOUN
шилқ,NOUN
шилқилламоқ,NOUN
шилқим,NOUN
шилқимларча,NOUN
шилқимлик,NOUN
шим,NOUN
шимариғлиқ,NOUN
шимариқ,NOUN
шимармоқ,NOUN
шимимоқ,NOUN
шимирмоқ,NOUN
шиммоқ,NOUN
шимол,NOUN
шимоли-шарқ,NOUN
шимоли-ғарб,NOUN
шимоллик,NOUN
шинак,NOUN
шингил-шапоқ,NOUN
шингилламоқ,NOUN
шинғилламоқ,NOUN
шинғирламоқ,NOUN
шинғраймоқ,NOUN
шипилдоқ,NOUN
шипилламоқ,NOUN
шипирги,NOUN
шипирламоқ,NOUN
шипирмоқ,NOUN
шиппак,NOUN
шипшимоқ,NOUN
шипшитмоқ,NOUN
шир,NOUN
шира,NOUN
ширавор,NOUN
шираворпаз,NOUN
шираворпазлик,NOUN
шираворчи,NOUN
ширадор,NOUN
ширадорлик,NOUN
ширалик,NOUN
ширапаз,NOUN
ширапазлик,NOUN
ширач,NOUN
ширачламоқ,NOUN
ширбоз,NOUN
ширгуруч,NOUN
ширилламоқ,NOUN
ширин,NOUN
ширинак,NOUN
ширинкома,NOUN
ширинламоқ,NOUN
ширинлик,NOUN
ширинсўз,NOUN
ширинсўзлик,NOUN
ширинтак,NOUN
ширинтой,NOUN
ширинтомоқ,NOUN
ширинча,NOUN
шириқ,NOUN
шириқламоқ,NOUN
ширк,NOUN
ширма,NOUN
ширмой,NOUN
ширчой,NOUN
ширқ,NOUN
ширқилламоқ,NOUN
ширқирамоқ,NOUN
ширқовоқ,NOUN
шитирламоқ,NOUN
шифо,NOUN
шифобахш,NOUN
шифобахшлик,NOUN
шифоламоқ,NOUN
шифолик,NOUN
шифохона,NOUN
шифочи,NOUN
шифрламоқ,NOUN
шихангламоқ,NOUN
шиша,NOUN
шишадош,NOUN
шишак,NOUN
шишасоз,NOUN
шишинмоқ,NOUN
шиширмоқ,NOUN
шишмоқ,NOUN
шиғаламоқ,NOUN
шиғилламоқ,NOUN
шиғирламоқ,NOUN
шиғраймоқ,NOUN
шиқ,NOUN
шиқилдоқ,NOUN
шиқилламоқ,NOUN
шиқиллатмоқ,NOUN
шиқирламоқ,NOUN
шлагбаум,NOUN
шлак,NOUN
шлакоблок,NOUN
шлифовка,NOUN
шлифовкачи,NOUN
шов-шув,NOUN
шовдирамоқ,NOUN
шовинистик,NOUN
шовул,NOUN
шовулдек,NOUN
шовулламоқ,NOUN
шовшамоқ,NOUN
шовқин,NOUN
шовқин-сурон,NOUN
шовқинламоқ,NOUN
шовқинчи,NOUN
шогирд,NOUN
шогирдлик,NOUN
шод,NOUN
шодаламоқ,NOUN
шодланмоқ,NOUN
шодлик,NOUN
шодмон,NOUN
шодмонлик,NOUN
шодон,NOUN
шодонлик,NOUN
шоир,NOUN
шоирлик,NOUN
шок,NOUN
шокила,NOUN
шокиладор,NOUN
шоколад,NOUN
шол,NOUN
шоли,NOUN
шоликор,NOUN
шоликорлик,NOUN
шоличилик,NOUN
шолча,NOUN
шомон,NOUN
шомонлик,NOUN
шомпол,NOUN
шомруқ,NOUN
шон,NOUN
шоналамоқ,NOUN
шопиринмоқ,NOUN
шопирмоқ,NOUN
шотерак,NOUN
шох,NOUN
шохалак,NOUN
шохариқ,NOUN
шохилак,NOUN
шохламоқ,NOUN
шохобча,NOUN
шошилинч,NOUN
шошилмоқ,NOUN
шошма,NOUN
шошма-шошар,NOUN
шошма-шошарлик,NOUN
шошмоқ,NOUN
шошқалоқ,NOUN
шошқалоқламоқ,NOUN
шошқалоқлик,NOUN
шошқин,NOUN
шошқинлик,NOUN
шошқоқ,NOUN
шояд,NOUN
шоядки,NOUN
шоҳ,NOUN
шоҳи,NOUN
шоҳид,NOUN
шоҳидлик,NOUN
шоҳичи,NOUN
шоҳлик,NOUN
шоҳнома,NOUN
шпион,NOUN
шпионлик,NOUN
шпор,NOUN
штампламоқ,NOUN
штамповка,NOUN
штамповкачи,NOUN
штанга,NOUN
штангачи,NOUN
штат,NOUN
штик,NOUN
штурвал,NOUN
штурвалчи,NOUN
штурм,NOUN
штурмбозлик,NOUN
штурмовик,NOUN
штурмчи,NOUN
штурмчилик,NOUN
шубҳа,NOUN
шубҳаланмоқ,NOUN
шубҳачи,NOUN
шувалмоқ,NOUN
шувамоқ,NOUN
шувоқ,NOUN
шувоқзор,NOUN
шувоқчи,NOUN
шувулламоқ,NOUN
шуд,NOUN
шудгорламоқ,NOUN
шук,NOUN
шукоятчи,NOUN
шукр,NOUN
шукрона,NOUN
шукроналик,NOUN
шукуҳ,NOUN
шум,NOUN
шумлик,NOUN
шумоёқ,NOUN
шумшаймоқ,NOUN
шумшук,NOUN
шумшуклик,NOUN
шунақанги,NOUN
шундай,NOUN
шундайича,NOUN
шундайлигича,NOUN
шундоқ,NOUN
шунингдек,NOUN
шунча,NOUN
шунчайики,NOUN
шунчаки,NOUN
шунчалик,NOUN
шуур,NOUN
шуурсиз,NOUN
шуурсизлик,NOUN
шуълаланмоқ,NOUN
шуғулланмоқ,NOUN
шуҳрат,NOUN
шуҳратламоқ,NOUN
шуҳратпараст,NOUN
шуҳратпарастлик,NOUN
шчи,NOUN
шўлқ,NOUN
шўлқилламоқ,NOUN
шўнғимоқ,NOUN
шўппаймоқ,NOUN
шўр,NOUN
шўра,NOUN
шўражриқ,NOUN
шўразор,NOUN
шўрак,NOUN
шўраламоқ,NOUN
шўрданак,NOUN
шўриш,NOUN
шўрламоқ,NOUN
шўрланмоқ,NOUN
шўрлик,NOUN
шўртак,NOUN
шўртумшуқ,NOUN
шўртупроқ,NOUN
шўрхок,NOUN
шўх,NOUN
шўхлик,NOUN
э,NOUN
эашквой,NOUN
эвенк,NOUN
эвламоқ,NOUN
эврилмоқ,NOUN
эга,NOUN
эгалик,NOUN
эгалламоқ,NOUN
эгар,NOUN
эгарламоқ,NOUN
эгарланмоқ,NOUN
эгарлоғлиқ,NOUN
эгарчи,NOUN
эгарчилик,NOUN
эгасиз,NOUN
эгасизлик,NOUN
эгачи,NOUN
эгизак,NOUN
эгик,NOUN
эгилик,NOUN
эгилма,NOUN
эгилмоқ,NOUN
эгилувчан,NOUN
эгилувчанлик,NOUN
эгма,NOUN
эгмоқ,NOUN
эговламоқ,NOUN
эговланмоқ,NOUN
эгоист,NOUN
эгоистик,NOUN
эгоистлик,NOUN
эгри,NOUN
эгрилик,NOUN
эдикиламоқ,NOUN
эзгин,NOUN
эзгинлик,NOUN
эзгу,NOUN
эзгулик,NOUN
эзибички,NOUN
эзик,NOUN
эзилишмоқ,NOUN
эзилмоқ,NOUN
эзма,NOUN
эзма-чурук,NOUN
эзмаланмоқ,NOUN
эзмалашмоқ,NOUN
эзмалик,NOUN
эзмоқ,NOUN
эзғиламоқ,NOUN
экзема,NOUN
экин,NOUN
экинзор,NOUN
экинчи,NOUN
экинчилик,NOUN
эклектик,NOUN
экма,NOUN
экмоқ,NOUN
экологик,NOUN
экран,NOUN
экранламоқ,NOUN
экранлаштирмоқ,NOUN
экскаватор,NOUN
экскаваторчи,NOUN
экскурсия,NOUN
экскурсиячи,NOUN
экспансионистик,NOUN
экспансия,NOUN
экспансиячи,NOUN
экспедитор,NOUN
экспедиторлик,NOUN
экспедиция,NOUN
экспедициячи,NOUN
эксперимент,NOUN
экспериментчи,NOUN
эксплуатация,NOUN
эксплуатациячи,NOUN
экстерриториал,NOUN
экстерриториаллик,NOUN
экстремистик,NOUN
эл,NOUN
элак,NOUN
элак-элак,NOUN
элакишмоқ,NOUN
элакчи,NOUN
эламоқ,NOUN
эланмоқ,NOUN
элас,NOUN
эластик,NOUN
элат,NOUN
элатдош,NOUN
элатлик,NOUN
элатчилик,NOUN
элбеги,NOUN
элдош,NOUN
электр,NOUN
электрик,NOUN
электрламоқ,NOUN
электродинамик,NOUN
электрокардиограмма,NOUN
электролитик,NOUN
электромеханик,NOUN
электрон,NOUN
электропайванд,NOUN
электропайвандчи,NOUN
электростатик,NOUN
электротехник,NOUN
электрпайванд,NOUN
электрпайвандчи,NOUN
электрчи,NOUN
элик,NOUN
эликишмоқ,NOUN
эликмоқ,NOUN
элимоқ,NOUN
элитмоқ,NOUN
элламоқ,NOUN
эллик,NOUN
эллиптик,NOUN
эловламоқ,NOUN
эловсирамоқ,NOUN
элтмоқ,NOUN
элчи,NOUN
элчилик,NOUN
элчихона,NOUN
эм,NOUN
эмакдош,NOUN
эмакламоқ,NOUN
эман,NOUN
эманзор,NOUN
эмблема,NOUN
эмбриологик,NOUN
эмгак,NOUN
эмгакламоқ,NOUN
эмгакчи,NOUN
эмизак,NOUN
эмизгич,NOUN
эмизик,NOUN
эмикдош,NOUN
эмламоқ,NOUN
эммоқ,NOUN
эмоционал,NOUN
эмоционаллик,NOUN
эмпирик,NOUN
эмпириокритик,NOUN
эмранмоқ,NOUN
эмфизема,NOUN
эмчак,NOUN
эмчакдош,NOUN
эмчи,NOUN
эн,NOUN
энамоқ,NOUN
энгак,NOUN
энгашмоқ,NOUN
энди,NOUN
эндиги,NOUN
энергетик,NOUN
энергоблок,NOUN
энкаймоқ,NOUN
энламоқ,NOUN
энлик,NOUN
энмоқ,NOUN
энтак-тентак,NOUN
энтикмоқ,NOUN
энцефалограмма,NOUN
энциклопедик,NOUN
энциклопедия,NOUN
энциклопедиячи,NOUN
энчи,NOUN
эп,NOUN
эпақа,NOUN
эпиграмма,NOUN
эпидемик,NOUN
эпидемиологик,NOUN
эпизод,NOUN
эпизодлик,NOUN
эпик,NOUN
эплама,NOUN
эпламоқ,NOUN
эплаштирмоқ,NOUN
эпсиз,NOUN
эпсизлик,NOUN
эпчил,NOUN
эпчиллик,NOUN
эр,NOUN
эрганак,NOUN
эргашмоқ,NOUN
эрдонча,NOUN
эримоқ,NOUN
эринмоқ,NOUN
эринчак,NOUN
эринчаклик,NOUN
эринчоқ,NOUN
эриткич,NOUN
эритма,NOUN
эритувчи,NOUN
эришмоқ,NOUN
эрк,NOUN
эрка,NOUN
эркак,NOUN
эркакламоқ,NOUN
эркаклашмоқ,NOUN
эркаклик,NOUN
эркакча,NOUN
эркакчилик,NOUN
эркаламоқ,NOUN
эркалик,NOUN
эркатой,NOUN
эркин,NOUN
эркинлик,NOUN
эрксиз,NOUN
эрксизлик,NOUN
эрлик,NOUN
эрмак,NOUN
эрмакламоқ,NOUN
эрмакчи,NOUN
эрмоқ,NOUN
эронлик,NOUN
эроншунос,NOUN
эроншунослик,NOUN
эррайим,NOUN
эррайимлик,NOUN
эрсирамоқ,NOUN
эрта,NOUN
эртаги,NOUN
эртак,NOUN
эртакчи,NOUN
эрталаб,NOUN
эрталабки,NOUN
эрталик,NOUN
эртан,NOUN
эртанги,NOUN
эрув,NOUN
эрувгарчилик,NOUN
эрувчилик,NOUN
эс,NOUN
эсаймоқ,NOUN
эсанкирамоқ,NOUN
эсдалик,NOUN
эсирик,NOUN
эсирикмоқ,NOUN
эсирмоқ,NOUN
эскармоқ,NOUN
эскартма,NOUN
эскартмоқ,NOUN
эски,NOUN
эски-туски,NOUN
эскидўз,NOUN
эскилик,NOUN
эскимоқ,NOUN
эскирмоқ,NOUN
эскича,NOUN
эскичи,NOUN
эсламоқ,NOUN
эслатма,NOUN
эслатмоқ,NOUN
эсмоқ,NOUN
эснамоқ,NOUN
эсноқ,NOUN
эсон,NOUN
эсонлашмоқ,NOUN
эсонлик,NOUN
эсончилик,NOUN
эстафета,NOUN
эстафетачи,NOUN
эстетик,NOUN
эстон,NOUN
эстонча,NOUN
эсхона,NOUN
эт,NOUN
этаж,NOUN
этак,NOUN
этдор,NOUN
этик,NOUN
этикдўз,NOUN
этикчи,NOUN
этимологик,NOUN
этмоқ,NOUN
этник,NOUN
этнографик,NOUN
этноним,NOUN
эфир,NOUN
эффект,NOUN
эхинококк,NOUN
эчки,NOUN
эчкичи,NOUN
эчкичилик,NOUN
эш,NOUN
эшак,NOUN
эшвой,NOUN
эшдош,NOUN
эшик,NOUN
эшилмоқ,NOUN
эшитмоқ,NOUN
эшитувчи,NOUN
эшкак,NOUN
эшкакчи,NOUN
эшлик,NOUN
эшма,NOUN
эшмоқ,NOUN
эшонойим,NOUN
эъзоз,NOUN
эъзозламоқ,NOUN
эълон,NOUN
эълоннома,NOUN
эътибор,NOUN
эътиборсиз,NOUN
эътиборсизлик,NOUN
эътимод,NOUN
эътимоднома,NOUN
эътироз,NOUN
эътирозланмоқ,NOUN
эътиқод,NOUN
эътиқодсиз,NOUN
эътиқодсизлик,NOUN
эҳсон,NOUN
эҳтимол,NOUN
эҳтимолки,NOUN
эҳтирос,NOUN
эҳтиёт,NOUN
эҳтиёткор,NOUN
эҳтиёткорлик,NOUN
эҳтиётламоқ,NOUN
эҳтиётлик,NOUN
эҳтиётсиз,NOUN
эҳтиётсизлик,NOUN
юбормоқ,NOUN
ювиб-тарамоқ,NOUN
ювинди,NOUN
ювинмоқ,NOUN
ювмоқ,NOUN
ювош,NOUN
ювошланмоқ,NOUN
ювошлашмоқ,NOUN
ювошлик,NOUN
ювғучи,NOUN
юган,NOUN
юганламоқ,NOUN
югургиламоқ,NOUN
югурдак,NOUN
югурдаклик,NOUN
югурик,NOUN
югурмоқ,NOUN
югуртирмоқ,NOUN
югуртмоқ,NOUN
юз,NOUN
юза,NOUN
юзаки,NOUN
юзакичилик,NOUN
юзланмоқ,NOUN
юзлашмоқ,NOUN
юзлик,NOUN
юзмоқ,NOUN
юзсиз,NOUN
юзсизлик,NOUN
юзта,NOUN
юзталик,NOUN
юзхотирчилик,NOUN
юк,NOUN
юккаш,NOUN
юклама,NOUN
юкламоқ,NOUN
юксак,NOUN
юксаклик,NOUN
юксалмоқ,NOUN
юкунмоқ,NOUN
юкчи,NOUN
юлдуз,NOUN
юлдузча,NOUN
юлдузшунос,NOUN
юлишмоқ,NOUN
юлмоқ,NOUN
юлуқ,NOUN
юлғич,NOUN
юлғичлик,NOUN
юлғун,NOUN
юлғунзор,NOUN
юлқиламоқ,NOUN
юлқимоқ,NOUN
юмаламоқ,NOUN
юмаланмоқ,NOUN
юмалоқ,NOUN
юмалоқ-ёстиқ,NOUN
юмалоқламоқ,NOUN
юмалоқлик,NOUN
юмдаламоқ,NOUN
юмма,NOUN
юмма-юмма,NOUN
юммоқ,NOUN
юмористик,NOUN
юмронқозиқ,NOUN
юмуш,NOUN
юмушчи,NOUN
юмуқ,NOUN
юмшалмоқ,NOUN
юмшамоқ,NOUN
юмшармоқ,NOUN
юмшатмоқ,NOUN
юмшоқ,NOUN
юмшоқланмоқ,NOUN
юмшоқлик,NOUN
юнг,NOUN
юпанмоқ,NOUN
юпанч,NOUN
юпанчиқ,NOUN
юпатгулик,NOUN
юпатмоқ,NOUN
юпатқич,NOUN
юпқаланмоқ,NOUN
юпқалашмоқ,NOUN
юпқармоқ,NOUN
юрак,NOUN
юракдош,NOUN
юраксиз,NOUN
юраксизлик,NOUN
юраксинмоқ,NOUN
юргизилмоқ,NOUN
юргизмоқ,NOUN
юргилик,NOUN
юридик,NOUN
юримсак,NOUN
юрист,NOUN
юристлик,NOUN
юритилмоқ,NOUN
юритмоқ,NOUN
юриш,NOUN
юришмоқ,NOUN
юрмоқ,NOUN
юрт,NOUN
юртгарчилик,NOUN
юртдош,NOUN
юртчилик,NOUN
юрум,NOUN
юрумсак,NOUN
юруқ,NOUN
ютамоқ,NOUN
ютинмоқ,NOUN
ютишмоқ,NOUN
ютмоқ,NOUN
ютоқ,NOUN
ютоқи,NOUN
ютоқмоқ,NOUN
ютум,NOUN
ютуқ,NOUN
ютқизиқ,NOUN
ютқизмоқ,NOUN
ютқинмоқ,NOUN
юғурма,NOUN
юқ,NOUN
юқмоқ,NOUN
юқори,NOUN
юқориги,NOUN
юқориламоқ,NOUN
юқориланмоқ,NOUN
юқорилашмоқ,NOUN
юқорилик,NOUN
юқтирмоқ,NOUN
юқумсизлантирмоқ,NOUN
ягана,NOUN
яганаламоқ,NOUN
яганачи,NOUN
ядро,NOUN
яйдоқ,NOUN
яйламоқ,NOUN
яйлоқ,NOUN
яйрамоқ,NOUN
яйратмоқ,NOUN
яйрашмоқ,NOUN
як,NOUN
якан,NOUN
яканчи,NOUN
якдил,NOUN
якдиллик,NOUN
якка,NOUN
якка-ярим,NOUN
яккабош,NOUN
яккабошчилик,NOUN
яккаламоқ,NOUN
яккалик,NOUN
яккахон,NOUN
яккаш,NOUN
яксонламоқ,NOUN
яктак,NOUN
якунламоқ,NOUN
якшанба,NOUN
якшанбалик,NOUN
ялаб-юлқамоқ,NOUN
ялама,NOUN
яламоқ,NOUN
яламсиқ,NOUN
яланг,NOUN
ялангламоқ,NOUN
яланглик,NOUN
яланмоқ,NOUN
ялансимоқ,NOUN
яланғоч,NOUN
яланғочламоқ,NOUN
яланғочлик,NOUN
ялатма,NOUN
ялинмоқ,NOUN
ялинчоқ,NOUN
ялинчоқлик,NOUN
ялла,NOUN
яллачи,NOUN
яллақамоқ,NOUN
яллиғламоқ,NOUN
яллиғланмоқ,NOUN
ялов,NOUN
яловбардор,NOUN
яловдор,NOUN
яловкаш,NOUN
ялоқ,NOUN
ялоқи,NOUN
ялпаймоқ,NOUN
ялпангламоқ,NOUN
ялпизламоқ,NOUN
ялпоқ,NOUN
ялпоқламоқ,NOUN
ялпоқланмоқ,NOUN
ялтилламоқ,NOUN
ялтирамоқ,NOUN
ялтироқ,NOUN
ялтоқ,NOUN
ялтоқланмоқ,NOUN
ялтоқлик,NOUN
ялчимоқ,NOUN
ялқамсиқ,NOUN
ялқов,NOUN
ялқовланмоқ,NOUN
ялқовлашмоқ,NOUN
ялқовлик,NOUN
ялҳак,NOUN
ялҳаклик,NOUN
ямамоқ,NOUN
ямашмоқ,NOUN
ямламоқ,NOUN
ямланмоқ,NOUN
ямоқ,NOUN
ямоқ-ясқоқ,NOUN
ямоқчи,NOUN
ямоқчилик,NOUN
яна,NOUN
янаги,NOUN
янги,NOUN
янгиламоқ,NOUN
янгилик,NOUN
янгича,NOUN
янграмоқ,NOUN
янгроқ,NOUN
янлишмоқ,NOUN
янмоқ,NOUN
янтоқ,NOUN
янтоқзор,NOUN
янчмоқ,NOUN
япалоқ,NOUN
япалоқламоқ,NOUN
япасқи,NOUN
япасқиламоқ,NOUN
япон,NOUN
японча,NOUN
япроқ,NOUN
япроқламоқ,NOUN
яра,NOUN
ярадор,NOUN
яраламоқ,NOUN
яралмоқ,NOUN
ярамас,NOUN
ярамаслик,NOUN
ярамоқ,NOUN
яратмоқ,NOUN
яратувчи,NOUN
яратувчилик,NOUN
ярашиқ,NOUN
ярашмоқ,NOUN
ярақ,NOUN
ярақламоқ,NOUN
ярим,NOUN
яримжон,NOUN
яримламоқ,NOUN
яримта,NOUN
яримтаки,NOUN
яримталик,NOUN
яримчилик,NOUN
ярлақамоқ,NOUN
яроғ,NOUN
яроғланмоқ,NOUN
яроғсизланмоқ,NOUN
яроғсоз,NOUN
яроғсозлик,NOUN
яроғхона,NOUN
ярғичоқ,NOUN
ярғоқ,NOUN
ярқ,NOUN
ярқилламоқ,NOUN
ярқирамоқ,NOUN
ярқироқ,NOUN
ясадоқ,NOUN
ясама,NOUN
ясамалик,NOUN
ясамоқ,NOUN
ясанмоқ,NOUN
ясанчоқ,NOUN
ясатиғлиқ,NOUN
ясатиқ,NOUN
ясатмоқ,NOUN
ясланмоқ,NOUN
ясмиқ,NOUN
ясов,NOUN
ясовул,NOUN
ясовулхона,NOUN
ясовчи,NOUN
ясоғлиқ,NOUN
ясоқ,NOUN
ясси,NOUN
яссиламоқ,NOUN
яссилик,NOUN
ястанмоқ,NOUN
ясқоқ,NOUN
ятима,NOUN
ях,NOUN
яхакижон,NOUN
яхламоқ,NOUN
яхлит,NOUN
яхлитламоқ,NOUN
яхлитлик,NOUN
яхмалак,NOUN
яхтак,NOUN
яхтакчи,NOUN
яхши,NOUN
яхшики,NOUN
яхшиламоқ,NOUN
яхшиланмоқ,NOUN
яхшилик,NOUN
яхшиликча,NOUN
яшамоқ,NOUN
яшармоқ,NOUN
яшик,NOUN
яшил,NOUN
яшилланмоқ,NOUN
яшиллик,NOUN
яшин-топалоқ,NOUN
яшинмачоқ,NOUN
яширин,NOUN
яширинмоқ,NOUN
яширинча,NOUN
яшириқ,NOUN
яшириқлик,NOUN
яшириқча,NOUN
яширмоқ,NOUN
яшнамоқ,NOUN
яшнатмоқ,NOUN
яшноқ,NOUN
яёвламоқ,NOUN
яғрин,NOUN
яғриндор,NOUN
яқин,NOUN
яқинда,NOUN
яқиндаги,NOUN
яқинламоқ,NOUN
яқинлашмоқ,NOUN
яқинлаштирмоқ,NOUN
яқинлик,NOUN
ёбон,NOUN
ёв,NOUN
ёв-яроқ,NOUN
ёввойи,NOUN
ёввойилашмоқ,NOUN
ёввойилик,NOUN
ёввошланмоқ,NOUN
ёвгарчилик,NOUN
ёвламоқ,NOUN
ёвлик,NOUN
ёвуз,NOUN
ёвузларча,NOUN
ёвузлашмоқ,NOUN
ёвузлик,NOUN
ёвуқ,NOUN
ёвуқлашмоқ,NOUN
ёвчи,NOUN
ёвчилик,NOUN
ёвшан,NOUN
ёвшанзор,NOUN
ёвғонсирамоқ,NOUN
ёвқур,NOUN
ёвқурлик,NOUN
ёд,NOUN
ёдаки,NOUN
ёдгор,NOUN
ёдгорлик,NOUN
ёдламоқ,NOUN
ёднома,NOUN
ёз,NOUN
ёзги,NOUN
ёздирмоқ,NOUN
ёзилмоқ,NOUN
ёзишма,NOUN
ёзишмабозлик,NOUN
ёзиқ,NOUN
ёзламоқ,NOUN
ёзлик,NOUN
ёзлоқ,NOUN
ёзма,NOUN
ёзмоқ,NOUN
ёзув,NOUN
ёзувчи,NOUN
ёзувчилик,NOUN
ёзғич,NOUN
ёзғучи,NOUN
ёинки,NOUN
ёй,NOUN
ёй-ўқ,NOUN
ёйилма,NOUN
ёйилмоқ,NOUN
ёйиғлиқ,NOUN
ёйиқ,NOUN
ёйламоқ,NOUN
ёйлоқ,NOUN
ёйма,NOUN
ёймачи,NOUN
ёймачилик,NOUN
ёймоқ,NOUN
ёки,NOUN
ёл,NOUN
ёлвормоқ,NOUN
ёлдор,NOUN
ёлламоқ,NOUN
ёлланма,NOUN
ёлпеч,NOUN
ёлпўшламоқ,NOUN
ёлчимоқ,NOUN
ёлчитмоқ,NOUN
ёлғиз,NOUN
ёлғизламоқ,NOUN
ёлғизлик,NOUN
ёлғизоёқ,NOUN
ёлғон,NOUN
ёлғон-яшиқ,NOUN
ёлғонламоқ,NOUN
